,Admin2,FIPS,Lat,Long_,Confirmed,Deaths,STNAME,CTYNAME,POPESTIMATE2019,Abbreviation,Mortality,Conf100,Deaths100,Ctylabel,text,text100
752,Newton,18111.0,40.95610449,-87.39635768,118,10,Indiana,Newton County,13984,IN,8.47,843.8215102974829,71.51029748283753,"Newton, IN","Newton, IN<br>Cases: 118<br>Deaths: 10","Newton, IN<br>Cases per 100k pop: 843.8<br>Deaths per 100k pop: 71.5"
753,Noble,18113.0,41.39672484,-85.41966713,684,29,Indiana,Noble County,47744,IN,4.24,1432.6407506702412,60.74061662198391,"Noble, IN","Noble, IN<br>Cases: 684<br>Deaths: 29","Noble, IN<br>Cases per 100k pop: 1432.6<br>Deaths per 100k pop: 60.7"
754,Ohio,18115.0,38.955304999999996,-84.96515993,65,5,Indiana,Ohio County,5875,IN,7.69,1106.3829787234042,85.1063829787234,"Ohio, IN","Ohio, IN<br>Cases: 65<br>Deaths: 5","Ohio, IN<br>Cases per 100k pop: 1106.4<br>Deaths per 100k pop: 85.1"
755,Orange,18117.0,38.54118920000001,-86.49523093,173,24,Indiana,Orange County,19646,IN,13.87,880.5863789066476,122.16227221826325,"Orange, IN","Orange, IN<br>Cases: 173<br>Deaths: 24","Orange, IN<br>Cases per 100k pop: 880.6<br>Deaths per 100k pop: 122.2"
756,Owen,18119.0,39.31145587,-86.83900724,91,1,Indiana,Owen County,20799,IN,1.1,437.5210346651281,4.807923457858551,"Owen, IN","Owen, IN<br>Cases: 91<br>Deaths: 1","Owen, IN<br>Cases per 100k pop: 437.5<br>Deaths per 100k pop: 4.8"
757,Parke,18121.0,39.77202286,-87.20375833,52,1,Indiana,Parke County,16937,IN,1.92,307.02013343567336,5.904233335301411,"Parke, IN","Parke, IN<br>Cases: 52<br>Deaths: 1","Parke, IN<br>Cases per 100k pop: 307.0<br>Deaths per 100k pop: 5.9"
758,Perry,18123.0,38.07809328,-86.63741946,186,12,Indiana,Perry County,19169,IN,6.45,970.3166571026136,62.60107465178152,"Perry, IN","Perry, IN<br>Cases: 186<br>Deaths: 12","Perry, IN<br>Cases per 100k pop: 970.3<br>Deaths per 100k pop: 62.6"
759,Pike,18125.0,38.40112197,-87.23574907,56,0,Indiana,Pike County,12389,IN,0.0,452.013883283558,0.0,"Pike, IN","Pike, IN<br>Cases: 56<br>Deaths: 0","Pike, IN<br>Cases per 100k pop: 452.0<br>Deaths per 100k pop: 0.0"
760,Porter,18127.0,41.45986947,-87.06848888,1338,39,Indiana,Porter County,170389,IN,2.91,785.2619593987874,22.888801507139544,"Porter, IN","Porter, IN<br>Cases: 1338<br>Deaths: 39","Porter, IN<br>Cases per 100k pop: 785.3<br>Deaths per 100k pop: 22.9"
761,Posey,18129.0,38.02097333,-87.86480429,177,0,Indiana,Posey County,25427,IN,0.0,696.1104337908522,0.0,"Posey, IN","Posey, IN<br>Cases: 177<br>Deaths: 0","Posey, IN<br>Cases per 100k pop: 696.1<br>Deaths per 100k pop: 0.0"
762,Pulaski,18131.0,41.04166107,-86.69890683,83,1,Indiana,Pulaski County,12353,IN,1.2,671.9015623735125,8.095199546668825,"Pulaski, IN","Pulaski, IN<br>Cases: 83<br>Deaths: 1","Pulaski, IN<br>Cases per 100k pop: 671.9<br>Deaths per 100k pop: 8.1"
763,Putnam,18133.0,39.66437981,-86.84517605,290,8,Indiana,Putnam County,37576,IN,2.76,771.7692143921652,21.290185224611456,"Putnam, IN","Putnam, IN<br>Cases: 290<br>Deaths: 8","Putnam, IN<br>Cases per 100k pop: 771.8<br>Deaths per 100k pop: 21.3"
764,Randolph,18135.0,40.15734772,-85.01139319,123,4,Indiana,Randolph County,24665,IN,3.25,498.6823434015812,16.217311980539225,"Randolph, IN","Randolph, IN<br>Cases: 123<br>Deaths: 4","Randolph, IN<br>Cases per 100k pop: 498.7<br>Deaths per 100k pop: 16.2"
765,Ripley,18137.0,39.10235626,-85.26212744,208,7,Indiana,Ripley County,28324,IN,3.37,734.3595537353481,24.714023443016522,"Ripley, IN","Ripley, IN<br>Cases: 208<br>Deaths: 7","Ripley, IN<br>Cases per 100k pop: 734.4<br>Deaths per 100k pop: 24.7"
766,Rush,18139.0,39.62002287,-85.4655599,80,4,Indiana,Rush County,16581,IN,5.0,482.47994692720584,24.12399734636029,"Rush, IN","Rush, IN<br>Cases: 80<br>Deaths: 4","Rush, IN<br>Cases per 100k pop: 482.5<br>Deaths per 100k pop: 24.1"
767,St. Joseph,18141.0,41.61756781,-86.29040834,3546,82,Indiana,St. Joseph County,271826,IN,2.31,1304.5109739318534,30.166356419179916,"St. Joseph, IN","St. Joseph, IN<br>Cases: 3546<br>Deaths: 82","St. Joseph, IN<br>Cases per 100k pop: 1304.5<br>Deaths per 100k pop: 30.2"
768,Scott,18143.0,38.68672078,-85.74627859,268,10,Indiana,Scott County,23873,IN,3.73,1122.6071293930381,41.888325723620824,"Scott, IN","Scott, IN<br>Cases: 268<br>Deaths: 10","Scott, IN<br>Cases per 100k pop: 1122.6<br>Deaths per 100k pop: 41.9"
769,Shelby,18145.0,39.52305623,-85.79158570000001,558,27,Indiana,Shelby County,44729,IN,4.84,1247.512799302466,60.36352254689351,"Shelby, IN","Shelby, IN<br>Cases: 558<br>Deaths: 27","Shelby, IN<br>Cases per 100k pop: 1247.5<br>Deaths per 100k pop: 60.4"
770,Spencer,18147.0,38.01519732,-87.0079644,136,3,Indiana,Spencer County,20277,IN,2.21,670.7106573950782,14.795088030773783,"Spencer, IN","Spencer, IN<br>Cases: 136<br>Deaths: 3","Spencer, IN<br>Cases per 100k pop: 670.7<br>Deaths per 100k pop: 14.8"
771,Starke,18149.0,41.27890281,-86.64686895,178,7,Indiana,Starke County,22995,IN,3.93,774.0813220265275,30.441400304414003,"Starke, IN","Starke, IN<br>Cases: 178<br>Deaths: 7","Starke, IN<br>Cases per 100k pop: 774.1<br>Deaths per 100k pop: 30.4"
772,Steuben,18151.0,41.64423868,-85.00101094,211,3,Indiana,Steuben County,34594,IN,1.42,609.9323582124068,8.672024050413366,"Steuben, IN","Steuben, IN<br>Cases: 211<br>Deaths: 3","Steuben, IN<br>Cases per 100k pop: 609.9<br>Deaths per 100k pop: 8.7"
773,Sullivan,18153.0,39.08952258,-87.41414469,134,1,Indiana,Sullivan County,20669,IN,0.75,648.3139000435435,4.838163433160772,"Sullivan, IN","Sullivan, IN<br>Cases: 134<br>Deaths: 1","Sullivan, IN<br>Cases per 100k pop: 648.3<br>Deaths per 100k pop: 4.8"
774,Switzerland,18155.0,38.82767338,-85.03022429,52,0,Indiana,Switzerland County,10751,IN,0.0,483.6759371221282,0.0,"Switzerland, IN","Switzerland, IN<br>Cases: 52<br>Deaths: 0","Switzerland, IN<br>Cases per 100k pop: 483.7<br>Deaths per 100k pop: 0.0"
775,Tippecanoe,18157.0,40.38872739,-86.89413959,1221,11,Indiana,Tippecanoe County,195732,IN,0.9,623.8121513089326,5.619929291071465,"Tippecanoe, IN","Tippecanoe, IN<br>Cases: 1221<br>Deaths: 11","Tippecanoe, IN<br>Cases per 100k pop: 623.8<br>Deaths per 100k pop: 5.6"
776,Tipton,18159.0,40.31123252,-86.05234925,143,11,Indiana,Tipton County,15148,IN,7.69,944.0190124108793,72.61684710852919,"Tipton, IN","Tipton, IN<br>Cases: 143<br>Deaths: 11","Tipton, IN<br>Cases per 100k pop: 944.0<br>Deaths per 100k pop: 72.6"
777,Union,18161.0,39.62550777,-84.92497066,41,0,Indiana,Union County,7054,IN,0.0,581.2305075134675,0.0,"Union, IN","Union, IN<br>Cases: 41<br>Deaths: 0","Union, IN<br>Cases per 100k pop: 581.2<br>Deaths per 100k pop: 0.0"
778,Vanderburgh,18163.0,38.02658833,-87.58763124,1997,13,Indiana,Vanderburgh County,181451,IN,0.65,1100.5726063785814,7.164468644427421,"Vanderburgh, IN","Vanderburgh, IN<br>Cases: 1997<br>Deaths: 13","Vanderburgh, IN<br>Cases per 100k pop: 1100.6<br>Deaths per 100k pop: 7.2"
779,Vermillion,18165.0,39.8523352,-87.46160542,55,0,Indiana,Vermillion County,15498,IN,0.0,354.88450122596464,0.0,"Vermillion, IN","Vermillion, IN<br>Cases: 55<br>Deaths: 0","Vermillion, IN<br>Cases per 100k pop: 354.9<br>Deaths per 100k pop: 0.0"
780,Vigo,18167.0,39.42944561,-87.39169027,668,10,Indiana,Vigo County,107038,IN,1.5,624.0774304452624,9.342476503671593,"Vigo, IN","Vigo, IN<br>Cases: 668<br>Deaths: 10","Vigo, IN<br>Cases per 100k pop: 624.1<br>Deaths per 100k pop: 9.3"
781,Wabash,18169.0,40.84704239,-85.79328272,170,3,Indiana,Wabash County,30996,IN,1.76,548.4578655310363,9.67866821525358,"Wabash, IN","Wabash, IN<br>Cases: 170<br>Deaths: 3","Wabash, IN<br>Cases per 100k pop: 548.5<br>Deaths per 100k pop: 9.7"
782,Warren,18171.0,40.34728141,-87.35602659,23,1,Indiana,Warren County,8265,IN,4.35,278.28191167574107,12.099213551119178,"Warren, IN","Warren, IN<br>Cases: 23<br>Deaths: 1","Warren, IN<br>Cases per 100k pop: 278.3<br>Deaths per 100k pop: 12.1"
783,Warrick,18173.0,38.08922676,-87.2716085,586,30,Indiana,Warrick County,62998,IN,5.12,930.1882599447601,47.62055938283755,"Warrick, IN","Warrick, IN<br>Cases: 586<br>Deaths: 30","Warrick, IN<br>Cases per 100k pop: 930.2<br>Deaths per 100k pop: 47.6"
784,Washington,18175.0,38.60219804,-86.1049363,142,1,Indiana,Washington County,28036,IN,0.7,506.4916535882437,3.5668426309031247,"Washington, IN","Washington, IN<br>Cases: 142<br>Deaths: 1","Washington, IN<br>Cases per 100k pop: 506.5<br>Deaths per 100k pop: 3.6"
785,Wayne,18177.0,39.863344399999995,-85.01044989,377,10,Indiana,Wayne County,65884,IN,2.65,572.2178374112076,15.178191973772083,"Wayne, IN","Wayne, IN<br>Cases: 377<br>Deaths: 10","Wayne, IN<br>Cases per 100k pop: 572.2<br>Deaths per 100k pop: 15.2"
786,Wells,18179.0,40.72934187,-85.22132966,171,2,Indiana,Wells County,28296,IN,1.17,604.3256997455471,7.068136839129205,"Wells, IN","Wells, IN<br>Cases: 171<br>Deaths: 2","Wells, IN<br>Cases per 100k pop: 604.3<br>Deaths per 100k pop: 7.1"
787,White,18181.0,40.74911165,-86.86492015,372,10,Indiana,White County,24102,IN,2.69,1543.4403783918347,41.490332752468674,"White, IN","White, IN<br>Cases: 372<br>Deaths: 10","White, IN<br>Cases per 100k pop: 1543.4<br>Deaths per 100k pop: 41.5"
788,Whitley,18183.0,41.13863784,-85.50791236,154,6,Indiana,Whitley County,33964,IN,3.9,453.4212695795548,17.665763749852786,"Whitley, IN","Whitley, IN<br>Cases: 154<br>Deaths: 6","Whitley, IN<br>Cases per 100k pop: 453.4<br>Deaths per 100k pop: 17.7"
789,Adair,19001.0,41.33075609,-94.47105874,30,0,Iowa,Adair County,7152,IA,0.0,419.46308724832215,0.0,"Adair, IA","Adair, IA<br>Cases: 30<br>Deaths: 0","Adair, IA<br>Cases per 100k pop: 419.5<br>Deaths per 100k pop: 0.0"
790,Adams,19003.0,41.02903567,-94.69932645,16,0,Iowa,Adams County,3602,IA,0.0,444.1976679622432,0.0,"Adams, IA","Adams, IA<br>Cases: 16<br>Deaths: 0","Adams, IA<br>Cases per 100k pop: 444.2<br>Deaths per 100k pop: 0.0"
791,Allamakee,19005.0,43.28383218,-91.37860922,155,4,Iowa,Allamakee County,13687,IA,2.58,1132.4614597793527,29.22481186527362,"Allamakee, IA","Allamakee, IA<br>Cases: 155<br>Deaths: 4","Allamakee, IA<br>Cases per 100k pop: 1132.5<br>Deaths per 100k pop: 29.2"
792,Appanoose,19007.0,40.74324454,-92.86865906,49,3,Iowa,Appanoose County,12426,IA,6.12,394.3344600032191,24.142926122646063,"Appanoose, IA","Appanoose, IA<br>Cases: 49<br>Deaths: 3","Appanoose, IA<br>Cases per 100k pop: 394.3<br>Deaths per 100k pop: 24.1"
793,Audubon,19009.0,41.6844628,-94.90581859,28,1,Iowa,Audubon County,5496,IA,3.57,509.4614264919942,18.19505094614265,"Audubon, IA","Audubon, IA<br>Cases: 28<br>Deaths: 1","Audubon, IA<br>Cases per 100k pop: 509.5<br>Deaths per 100k pop: 18.2"
794,Benton,19011.0,42.08011739,-92.06463573,160,1,Iowa,Benton County,25645,IA,0.62,623.9032949892767,3.899395593682979,"Benton, IA","Benton, IA<br>Cases: 160<br>Deaths: 1","Benton, IA<br>Cases per 100k pop: 623.9<br>Deaths per 100k pop: 3.9"
795,Black Hawk,19013.0,42.4704581,-92.30524729,3134,66,Iowa,Black Hawk County,131228,IA,2.11,2388.2098332672904,50.29414454232329,"Black Hawk, IA","Black Hawk, IA<br>Cases: 3134<br>Deaths: 66","Black Hawk, IA<br>Cases per 100k pop: 2388.2<br>Deaths per 100k pop: 50.3"
796,Boone,19015.0,42.03657094,-93.9313999,259,3,Iowa,Boone County,26234,IA,1.16,987.2684302813143,11.435541663490127,"Boone, IA","Boone, IA<br>Cases: 259<br>Deaths: 3","Boone, IA<br>Cases per 100k pop: 987.3<br>Deaths per 100k pop: 11.4"
797,Bremer,19017.0,42.77461496,-92.31795937,227,7,Iowa,Bremer County,25062,IA,3.08,905.7537307477456,27.93073178517277,"Bremer, IA","Bremer, IA<br>Cases: 227<br>Deaths: 7","Bremer, IA<br>Cases per 100k pop: 905.8<br>Deaths per 100k pop: 27.9"
798,Buchanan,19019.0,42.4709188,-91.83510825,129,1,Iowa,Buchanan County,21175,IA,0.78,609.2089728453365,4.7225501770956315,"Buchanan, IA","Buchanan, IA<br>Cases: 129<br>Deaths: 1","Buchanan, IA<br>Cases per 100k pop: 609.2<br>Deaths per 100k pop: 4.7"
799,Buena Vista,19021.0,42.73545875,-95.15100162,1794,12,Iowa,Buena Vista County,19620,IA,0.67,9143.730886850153,61.162079510703364,"Buena Vista, IA","Buena Vista, IA<br>Cases: 1794<br>Deaths: 12","Buena Vista, IA<br>Cases per 100k pop: 9143.7<br>Deaths per 100k pop: 61.2"
800,Butler,19023.0,42.73172833,-92.79015971,121,2,Iowa,Butler County,14439,IA,1.65,838.0081723111019,13.851374748943833,"Butler, IA","Butler, IA<br>Cases: 121<br>Deaths: 2","Butler, IA<br>Cases per 100k pop: 838.0<br>Deaths per 100k pop: 13.9"
801,Calhoun,19025.0,42.38521079,-94.64046046,83,2,Iowa,Calhoun County,9668,IA,2.41,858.5022755482003,20.68680182043856,"Calhoun, IA","Calhoun, IA<br>Cases: 83<br>Deaths: 2","Calhoun, IA<br>Cases per 100k pop: 858.5<br>Deaths per 100k pop: 20.7"
802,Carroll,19027.0,42.03617207,-94.86032705,193,1,Iowa,Carroll County,20165,IA,0.52,957.1038928837094,4.959087527894868,"Carroll, IA","Carroll, IA<br>Cases: 193<br>Deaths: 1","Carroll, IA<br>Cases per 100k pop: 957.1<br>Deaths per 100k pop: 5.0"
803,Cass,19029.0,41.33149454,-94.92792482,74,1,Iowa,Cass County,12836,IA,1.35,576.5035836709255,7.790588968526021,"Cass, IA","Cass, IA<br>Cases: 74<br>Deaths: 1","Cass, IA<br>Cases per 100k pop: 576.5<br>Deaths per 100k pop: 7.8"
804,Cedar,19031.0,41.77233777,-91.13246684,133,1,Iowa,Cedar County,18627,IA,0.75,714.0172867343105,5.368551028077522,"Cedar, IA","Cedar, IA<br>Cases: 133<br>Deaths: 1","Cedar, IA<br>Cases per 100k pop: 714.0<br>Deaths per 100k pop: 5.4"
805,Cerro Gordo,19033.0,43.08177563,-93.2612239,634,17,Iowa,Cerro Gordo County,42450,IA,2.68,1493.5217903415783,40.04711425206125,"Cerro Gordo, IA","Cerro Gordo, IA<br>Cases: 634<br>Deaths: 17","Cerro Gordo, IA<br>Cases per 100k pop: 1493.5<br>Deaths per 100k pop: 40.0"
806,Cherokee,19035.0,42.73538914,-95.62389402,108,1,Iowa,Cherokee County,11235,IA,0.93,961.2817089452603,8.900756564307967,"Cherokee, IA","Cherokee, IA<br>Cases: 108<br>Deaths: 1","Cherokee, IA<br>Cases per 100k pop: 961.3<br>Deaths per 100k pop: 8.9"
807,Chickasaw,19037.0,43.06001295,-92.31773347,54,0,Iowa,Chickasaw County,11933,IA,0.0,452.52660688846055,0.0,"Chickasaw, IA","Chickasaw, IA<br>Cases: 54<br>Deaths: 0","Chickasaw, IA<br>Cases per 100k pop: 452.5<br>Deaths per 100k pop: 0.0"
808,Clarke,19039.0,41.02868181,-93.78499767,202,3,Iowa,Clarke County,9395,IA,1.49,2150.0798296966473,31.931878658861095,"Clarke, IA","Clarke, IA<br>Cases: 202<br>Deaths: 3","Clarke, IA<br>Cases per 100k pop: 2150.1<br>Deaths per 100k pop: 31.9"
809,Clay,19041.0,43.08247182,-95.15096481,196,1,Iowa,Clay County,16016,IA,0.51,1223.7762237762238,6.243756243756244,"Clay, IA","Clay, IA<br>Cases: 196<br>Deaths: 1","Clay, IA<br>Cases per 100k pop: 1223.8<br>Deaths per 100k pop: 6.2"
810,Clayton,19043.0,42.84443388,-91.34133693,104,3,Iowa,Clayton County,17549,IA,2.88,592.6263604763805,17.094991167587896,"Clayton, IA","Clayton, IA<br>Cases: 104<br>Deaths: 3","Clayton, IA<br>Cases per 100k pop: 592.6<br>Deaths per 100k pop: 17.1"
811,Clinton,19045.0,41.89981633,-90.53275096,410,3,Iowa,Clinton County,46429,IA,0.73,883.0687716728769,6.4614788171186115,"Clinton, IA","Clinton, IA<br>Cases: 410<br>Deaths: 3","Clinton, IA<br>Cases per 100k pop: 883.1<br>Deaths per 100k pop: 6.5"
812,Crawford,19047.0,42.03718237,-95.3819718,730,3,Iowa,Crawford County,16820,IA,0.41,4340.071343638526,17.8359096313912,"Crawford, IA","Crawford, IA<br>Cases: 730<br>Deaths: 3","Crawford, IA<br>Cases per 100k pop: 4340.1<br>Deaths per 100k pop: 17.8"
813,Dallas,19049.0,41.68560356,-94.04127625,1888,35,Iowa,Dallas County,93453,IA,1.85,2020.266872117535,37.451981209806,"Dallas, IA","Dallas, IA<br>Cases: 1888<br>Deaths: 35","Dallas, IA<br>Cases per 100k pop: 2020.3<br>Deaths per 100k pop: 37.5"
814,Davis,19051.0,40.74773536,-92.41005468,60,2,Iowa,Davis County,9000,IA,3.33,666.6666666666666,22.22222222222222,"Davis, IA","Davis, IA<br>Cases: 60<br>Deaths: 2","Davis, IA<br>Cases per 100k pop: 666.7<br>Deaths per 100k pop: 22.2"
815,Decatur,19053.0,40.73742757,-93.78645949,23,0,Iowa,Decatur County,7870,IA,0.0,292.24904701397713,0.0,"Decatur, IA","Decatur, IA<br>Cases: 23<br>Deaths: 0","Decatur, IA<br>Cases per 100k pop: 292.2<br>Deaths per 100k pop: 0.0"
816,Delaware,19055.0,42.47104597,-91.3664492,115,1,Iowa,Delaware County,17011,IA,0.87,676.0331550173418,5.878549174063841,"Delaware, IA","Delaware, IA<br>Cases: 115<br>Deaths: 1","Delaware, IA<br>Cases per 100k pop: 676.0<br>Deaths per 100k pop: 5.9"
817,Des Moines,19057.0,40.92012606,-91.18326592,186,2,Iowa,Des Moines County,38967,IA,1.08,477.326968973747,5.132548053481151,"Des Moines, IA","Des Moines, IA<br>Cases: 186<br>Deaths: 2","Des Moines, IA<br>Cases per 100k pop: 477.3<br>Deaths per 100k pop: 5.1"
818,Dickinson,19059.0,43.37787725,-95.1510206,382,4,Iowa,Dickinson County,17258,IA,1.05,2213.466218565303,23.177656738903696,"Dickinson, IA","Dickinson, IA<br>Cases: 382<br>Deaths: 4","Dickinson, IA<br>Cases per 100k pop: 2213.5<br>Deaths per 100k pop: 23.2"
819,Dubuque,19061.0,42.46815349,-90.88181925,1686,31,Iowa,Dubuque County,97311,IA,1.84,1732.5893270031138,31.85662463647481,"Dubuque, IA","Dubuque, IA<br>Cases: 1686<br>Deaths: 31","Dubuque, IA<br>Cases per 100k pop: 1732.6<br>Deaths per 100k pop: 31.9"
820,Emmet,19063.0,43.37782951,-94.67858943,192,4,Iowa,Emmet County,9208,IA,2.08,2085.1433536055606,43.440486533449175,"Emmet, IA","Emmet, IA<br>Cases: 192<br>Deaths: 4","Emmet, IA<br>Cases per 100k pop: 2085.1<br>Deaths per 100k pop: 43.4"
821,Fayette,19065.0,42.86271799,-91.84412309999999,84,0,Iowa,Fayette County,19650,IA,0.0,427.48091603053433,0.0,"Fayette, IA","Fayette, IA<br>Cases: 84<br>Deaths: 0","Fayette, IA<br>Cases per 100k pop: 427.5<br>Deaths per 100k pop: 0.0"
822,Floyd,19067.0,43.06000529999999,-92.78940097,157,2,Iowa,Floyd County,15642,IA,1.27,1003.7079657332822,12.786088735455824,"Floyd, IA","Floyd, IA<br>Cases: 157<br>Deaths: 2","Floyd, IA<br>Cases per 100k pop: 1003.7<br>Deaths per 100k pop: 12.8"
823,Franklin,19069.0,42.73270384,-93.26256925,241,10,Iowa,Franklin County,10070,IA,4.15,2393.2472691161865,99.30486593843098,"Franklin, IA","Franklin, IA<br>Cases: 241<br>Deaths: 10","Franklin, IA<br>Cases per 100k pop: 2393.2<br>Deaths per 100k pop: 99.3"
824,Fremont,19071.0,40.74542720000001,-95.60129045,42,0,Iowa,Fremont County,6960,IA,0.0,603.448275862069,0.0,"Fremont, IA","Fremont, IA<br>Cases: 42<br>Deaths: 0","Fremont, IA<br>Cases per 100k pop: 603.4<br>Deaths per 100k pop: 0.0"
825,Greene,19073.0,42.03614551,-94.39658081,42,0,Iowa,Greene County,8888,IA,0.0,472.54725472547256,0.0,"Greene, IA","Greene, IA<br>Cases: 42<br>Deaths: 0","Greene, IA<br>Cases per 100k pop: 472.5<br>Deaths per 100k pop: 0.0"
826,Grundy,19075.0,42.40183723,-92.78829551,79,1,Iowa,Grundy County,12232,IA,1.27,645.8469587965991,8.175277959450622,"Grundy, IA","Grundy, IA<br>Cases: 79<br>Deaths: 1","Grundy, IA<br>Cases per 100k pop: 645.8<br>Deaths per 100k pop: 8.2"
827,Guthrie,19077.0,41.68378965,-94.50111014,132,5,Iowa,Guthrie County,10689,IA,3.79,1234.914397979231,46.777060529516326,"Guthrie, IA","Guthrie, IA<br>Cases: 132<br>Deaths: 5","Guthrie, IA<br>Cases per 100k pop: 1234.9<br>Deaths per 100k pop: 46.8"
828,Hamilton,19079.0,42.38382428,-93.70197703,248,1,Iowa,Hamilton County,14773,IA,0.4,1678.7382386786705,6.769105801123672,"Hamilton, IA","Hamilton, IA<br>Cases: 248<br>Deaths: 1","Hamilton, IA<br>Cases per 100k pop: 1678.7<br>Deaths per 100k pop: 6.8"
829,Hancock,19081.0,43.08178477,-93.73454884,122,2,Iowa,Hancock County,10630,IA,1.64,1147.6952022577611,18.814675446848543,"Hancock, IA","Hancock, IA<br>Cases: 122<br>Deaths: 2","Hancock, IA<br>Cases per 100k pop: 1147.7<br>Deaths per 100k pop: 18.8"
830,Hardin,19083.0,42.38353877,-93.23654611,184,0,Iowa,Hardin County,16846,IA,0.0,1092.2474177846373,0.0,"Hardin, IA","Hardin, IA<br>Cases: 184<br>Deaths: 0","Hardin, IA<br>Cases per 100k pop: 1092.2<br>Deaths per 100k pop: 0.0"
831,Harrison,19085.0,41.68330137,-95.81558439,109,1,Iowa,Harrison County,14049,IA,0.92,775.8559328066054,7.117944337675279,"Harrison, IA","Harrison, IA<br>Cases: 109<br>Deaths: 1","Harrison, IA<br>Cases per 100k pop: 775.9<br>Deaths per 100k pop: 7.1"
832,Henry,19087.0,40.98767962,-91.54436349,127,4,Iowa,Henry County,19954,IA,3.15,636.4638668938559,20.046106043900974,"Henry, IA","Henry, IA<br>Cases: 127<br>Deaths: 4","Henry, IA<br>Cases per 100k pop: 636.5<br>Deaths per 100k pop: 20.0"
833,Howard,19089.0,43.35671042,-92.31702714,49,0,Iowa,Howard County,9158,IA,0.0,535.051321249181,0.0,"Howard, IA","Howard, IA<br>Cases: 49<br>Deaths: 0","Howard, IA<br>Cases per 100k pop: 535.1<br>Deaths per 100k pop: 0.0"
834,Humboldt,19091.0,42.7764426,-94.20722537,118,1,Iowa,Humboldt County,9558,IA,0.85,1234.567901234568,10.462439840970914,"Humboldt, IA","Humboldt, IA<br>Cases: 118<br>Deaths: 1","Humboldt, IA<br>Cases per 100k pop: 1234.6<br>Deaths per 100k pop: 10.5"
835,Ida,19093.0,42.38696136,-95.51355387,31,0,Iowa,Ida County,6860,IA,0.0,451.8950437317784,0.0,"Ida, IA","Ida, IA<br>Cases: 31<br>Deaths: 0","Ida, IA<br>Cases per 100k pop: 451.9<br>Deaths per 100k pop: 0.0"
836,Iowa,19095.0,41.68630265,-92.0643373,98,1,Iowa,Iowa County,16184,IA,1.02,605.5363321799308,6.1789421651013345,"Iowa, IA","Iowa, IA<br>Cases: 98<br>Deaths: 1","Iowa, IA<br>Cases per 100k pop: 605.5<br>Deaths per 100k pop: 6.2"
837,Jackson,19097.0,42.17178824,-90.57354837,156,1,Iowa,Jackson County,19439,IA,0.64,802.510417202531,5.144297546170071,"Jackson, IA","Jackson, IA<br>Cases: 156<br>Deaths: 1","Jackson, IA<br>Cases per 100k pop: 802.5<br>Deaths per 100k pop: 5.1"
838,Jasper,19099.0,41.68576082,-93.05567785,479,26,Iowa,Jasper County,37185,IA,5.43,1288.1538254672582,69.92066693559231,"Jasper, IA","Jasper, IA<br>Cases: 479<br>Deaths: 26","Jasper, IA<br>Cases per 100k pop: 1288.2<br>Deaths per 100k pop: 69.9"
839,Jefferson,19101.0,41.03192394,-91.94849466,86,0,Iowa,Jefferson County,18295,IA,0.0,470.07379065318395,0.0,"Jefferson, IA","Jefferson, IA<br>Cases: 86<br>Deaths: 0","Jefferson, IA<br>Cases per 100k pop: 470.1<br>Deaths per 100k pop: 0.0"
